restaurant_id,name,cuisine,address,taxi_zone_id,taxi_zone_name,estimated_area_sqft,capacity,turnover_rate,takeaway_ratio,eat_in_ratio,effective_supply_index,dropoff_count,effective_demand,congestion_score,estimated_wait_minutes,nyc_datetime,weather_factor
50114171,UPSIDE PIZZA,Pizza,"20 EAST   40 STREET, MANHATTAN, NY 10016",170,Murray Hill,3709.3,248.52310000000003,1.8,0.5,0.5,223.67079000000004,846,26.161665611461355,0.11696505212621348,0.0,,
50144170,OYAMEL,Spanish,"501 WEST   30 STREET, MANHATTAN, NY 10001",246,West Chelsea/Hudson Yards,537.5785714285714,29.56682142857143,0.9,0.1,0.9,23.949125357142854,798,61.73657977317121,2.5778218975649647,23.704586104922107,,
41308270,FRIEDMAN'S LUNCH,American,"75 9 AVENUE, MANHATTAN, NY 10011",68,East Chelsea,200.0,12.0,1.2,0.2,0.8,11.52,862,36.46981227307901,3.165782315371442,36.38833393468588,,
50084577,FARM TO BURGER,American,"310 WEST   40 STREET, MANHATTAN, NY 10018",48,Clinton East,800.0,48.0,1.2,0.2,0.8,46.08,1024,27.267346070914485,0.5917392810528317,0.0,,
41644212,RAFELE,Italian,"29 7 AVENUE SOUTH, MANHATTAN, NY 10014",249,West Village,733.3333333333334,40.333333333333336,1.0,0.1,0.9,36.3,652,25.746465051746004,0.7092690096899726,0.0,,
50116632,JOEY ROSES,Sandwiches,"174 RIVINGTON STREET, MANHATTAN, NY 10002",232,Two Bridges/Seward Park,1536.0,127.488,2.5,0.6,0.4,127.488,162,12.50113916032115,0.09805737920683633,0.0,,
41677967,WILMER HALE,American,"7 WORLD TRADE CENTER, MANHATTAN, NY 10007",231,TriBeCa/Civic Center,8000.0,480.0,1.2,0.2,0.8,460.8,535,28.13925008058047,0.06106608090403748,0.0,,
41399771,MAREA RESTAURANT,Italian,"240 CENTRAL PARK SOUTH, MANHATTAN, NY 10019",163,Midtown North,640.0,35.2,1.0,0.1,0.9,31.680000000000003,807,52.9136973296898,1.670255597528087,8.118396121373216,,
50173792,EARTHBAR,"Juice, Smoothies, Fruit Salads","54 MURRAY STREET, MANHATTAN, NY 10007",231,TriBeCa/Civic Center,2297.7,190.7091,3.0,0.8,0.1999999999999999,114.42545999999996,535,9.282490771135679,0.08112259956075932,0.0,,
50168917,LIM'S KITCHEN,Korean,"242 EAST   40 STREET, MANHATTAN, NY 10016",233,UN/Turtle Bay South,720.0,39.6,1.0,0.15,0.85,33.660000000000004,384,54.96127788176555,1.6328365383768728,7.600456111981293,,
